run,cd,cl,clf,clr,cs
334,2.857340e-01,7.447781e-02,1.869599e-02,5.578181e-02,1.853491e-02
335,2.522790e-01,4.101210e-02,-6.967029e-02,1.106824e-01,3.293089e-02
336,3.324701e-01,4.122834e-02,-8.920936e-02,1.304377e-01,2.619483e-02
337,2.693769e-01,5.600020e-02,-8.030484e-02,1.363050e-01,4.122414e-02
338,2.992792e-01,1.098192e-01,-2.834816e-02,1.381674e-01,-7.303881e-03
339,2.925680e-01,6.340933e-02,-1.036610e-02,7.377543e-02,7.825358e-03
340,2.212491e-01,-7.534629e-02,-1.379367e-01,6.259037e-02,1.262159e-02
341,3.075954e-01,3.500980e-02,-1.130876e-01,1.480974e-01,2.485679e-02
342,2.735418e-01,-3.853147e-02,-9.846642e-02,5.993495e-02,5.499015e-04
343,3.032023e-01,2.191713e-02,-1.211610e-01,1.430781e-01,5.082451e-02
344,2.720446e-01,1.206206e-01,-5.463184e-03,1.260838e-01,2.406464e-02
345,2.724746e-01,-2.238223e-02,-1.808250e-01,1.584428e-01,1.293842e-03
346,2.499345e-01,3.579338e-02,-3.761902e-02,7.341240e-02,1.845403e-02
347,2.819067e-01,9.863214e-02,-2.461654e-02,1.232487e-01,2.102980e-02
348,2.820578e-01,-1.068858e-01,-2.177073e-01,1.108214e-01,9.610158e-03
349,2.558864e-01,-5.242771e-02,-5.408595e-02,1.658248e-03,-4.160557e-03
350,3.138331e-01,1.065851e-01,-5.933178e-02,1.659169e-01,4.721260e-02
351,2.855597e-01,1.016096e-01,-1.050049e-01,2.066145e-01,3.744467e-02
352,2.654173e-01,-5.960485e-02,-7.454839e-02,1.494354e-02,2.114917e-02
353,2.833268e-01,-4.944296e-03,-1.200948e-01,1.151505e-01,2.387254e-02
354,2.846178e-01,3.178769e-02,-6.996226e-02,1.017500e-01,8.048533e-03
355,2.371029e-01,1.160834e-02,-7.180858e-02,8.341692e-02,9.845119e-03
356,2.659981e-01,6.064477e-02,-5.024465e-02,1.108894e-01,2.104922e-02
357,3.196198e-01,1.589741e-01,2.780572e-02,1.311684e-01,1.838587e-02
358,2.824074e-01,7.582290e-03,-1.381794e-01,1.457616e-01,3.923185e-02
359,2.267567e-01,-8.591529e-02,-1.108862e-01,2.497088e-02,6.345625e-03
360,3.296824e-01,9.569417e-02,-6.805434e-02,1.637485e-01,5.205713e-02
361,2.753302e-01,-9.628207e-02,-1.999259e-01,1.036438e-01,8.047432e-03
362,2.669043e-01,-1.653770e-02,-9.074001e-02,7.420230e-02,3.101528e-02
363,3.057521e-01,2.739647e-02,-1.150649e-01,1.424614e-01,2.554938e-02
365,2.585408e-01,-1.237683e-02,-7.750686e-02,6.513003e-02,1.467844e-02
366,2.609288e-01,8.385497e-02,-1.040786e-01,1.879336e-01,2.394767e-02
367,3.013207e-01,4.630735e-03,-2.304303e-02,2.767376e-02,2.249086e-02
368,2.983143e-01,7.440015e-02,-1.265512e-01,2.009513e-01,2.074480e-02
369,2.510497e-01,4.540726e-02,-2.378521e-02,6.919247e-02,2.473732e-03
371,3.174991e-01,1.032664e-01,-4.098540e-02,1.442518e-01,3.875552e-02
372,2.684437e-01,-7.961926e-02,-1.041560e-01,2.453670e-02,2.166987e-02
373,2.411126e-01,-4.453926e-02,-1.042338e-01,5.969450e-02,1.272851e-02
374,2.872217e-01,6.510594e-02,-3.148788e-02,9.659382e-02,2.497153e-02
375,2.466245e-01,4.033450e-02,-7.042024e-02,1.107547e-01,2.353267e-02
377,3.073452e-01,7.180390e-02,-1.116158e-01,1.834197e-01,3.246819e-02
378,2.710861e-01,1.331163e-01,1.688210e-02,1.162342e-01,1.873373e-02
379,3.441709e-01,1.264567e-01,1.369874e-02,1.127580e-01,3.402645e-02
380,2.564251e-01,-1.031634e-02,-1.716638e-01,1.613475e-01,2.897068e-02
381,2.847234e-01,2.816384e-02,-1.173107e-01,1.454745e-01,4.009483e-02
382,3.053522e-01,4.720008e-02,-9.948541e-02,1.466855e-01,1.462383e-02
383,2.607735e-01,4.994313e-02,-9.059810e-02,1.405412e-01,1.080331e-02
384,2.335682e-01,-2.780692e-02,-4.487568e-02,1.706876e-02,5.782053e-03
385,2.793240e-01,1.112194e-01,7.939948e-03,1.032794e-01,1.197716e-02
386,2.787364e-01,-6.079157e-02,-9.067519e-02,2.988361e-02,2.632176e-02
387,3.412434e-01,1.237183e-01,-8.973853e-02,2.134568e-01,5.784831e-02
388,2.316860e-01,3.892954e-02,-5.214403e-02,9.107357e-02,7.694939e-03
389,2.540954e-01,-4.682859e-02,-7.690130e-02,3.007271e-02,4.383648e-03
390,3.026470e-01,3.857434e-02,-1.708179e-01,2.093922e-01,4.139739e-02
391,3.149247e-01,1.228787e-01,1.417260e-02,1.087061e-01,4.552836e-02
392,2.178236e-01,-7.707312e-02,-1.175523e-01,4.047914e-02,4.493990e-03
393,3.470925e-01,6.344263e-02,5.528055e-03,5.791457e-02,-2.165621e-05
394,2.745042e-01,1.876264e-02,-1.237256e-01,1.424882e-01,3.873121e-02
395,2.436161e-01,-1.060423e-02,-1.818209e-01,1.712167e-01,3.450307e-02
396,3.069819e-01,1.566306e-02,-5.624321e-02,7.190627e-02,1.876954e-02
397,2.609699e-01,1.023210e-01,-1.196738e-01,2.219948e-01,3.747398e-03
398,2.493474e-01,2.403450e-02,-2.439926e-02,4.843376e-02,2.612343e-02
399,2.897994e-01,8.285080e-02,-7.521959e-02,1.580704e-01,2.231955e-02
400,2.836137e-01,-5.253907e-02,-1.287538e-01,7.621473e-02,1.519158e-02
401,3.006124e-01,9.474103e-02,-8.775143e-02,1.824925e-01,3.085239e-02
402,2.541575e-01,-1.828675e-02,-3.677103e-02,1.848429e-02,-4.989500e-03
404,2.896743e-01,-5.927501e-02,-1.621639e-01,1.028889e-01,9.218161e-03
405,2.711577e-01,-2.640633e-02,-1.448060e-01,1.183996e-01,1.980724e-02
406,3.004942e-01,2.172410e-02,-7.459129e-02,9.631538e-02,1.847705e-02
407,3.103681e-01,-3.775177e-02,-1.464204e-01,1.086686e-01,1.850395e-02
408,2.734031e-01,1.344272e-01,-2.688352e-02,1.613108e-01,2.836459e-02
409,2.414384e-01,-8.978269e-02,-1.869866e-01,9.720386e-02,1.439300e-02
410,2.776234e-01,6.350411e-02,-2.290143e-02,8.640554e-02,2.277336e-02
411,2.454289e-01,5.080562e-02,-6.588124e-02,1.166869e-01,2.908787e-02
412,3.381157e-01,1.503061e-01,4.594090e-02,1.043652e-01,3.526829e-02
413,3.055355e-01,-8.433988e-03,-4.714886e-02,3.871488e-02,6.384334e-04
414,2.788960e-01,7.081989e-02,-5.987991e-02,1.306998e-01,4.352654e-02
415,2.235874e-01,-8.928299e-02,-1.286457e-01,3.936267e-02,1.329298e-02
416,2.646775e-01,3.765959e-02,-1.258709e-01,1.635305e-01,1.210346e-02
417,3.316063e-01,5.460153e-02,-1.273374e-01,1.819389e-01,3.012530e-02
418,2.474445e-01,-2.798718e-02,-1.050572e-01,7.707002e-02,1.912718e-02
419,2.064222e-01,-1.553716e-02,-6.508533e-02,4.954817e-02,1.400251e-02
420,3.072902e-01,7.955445e-02,-4.745562e-02,1.270101e-01,5.439198e-02
421,2.843966e-01,1.138002e-01,-4.040167e-02,1.542019e-01,2.845976e-02
422,3.078211e-01,-2.199437e-02,-1.286595e-01,1.066651e-01,1.355927e-02
423,2.664232e-01,-8.568271e-03,-9.862517e-02,9.005690e-02,1.197743e-02
424,2.587769e-01,-5.109141e-02,-8.211412e-02,3.102271e-02,2.270691e-02
425,2.521852e-01,-6.516923e-02,-2.000930e-01,1.349237e-01,3.553095e-02
426,2.621766e-01,4.505070e-02,-8.102257e-02,1.260733e-01,6.689930e-03
427,2.748362e-01,4.790205e-03,-1.128791e-01,1.176693e-01,2.266031e-02
428,2.670887e-01,5.616780e-02,-2.051499e-02,7.668280e-02,6.675453e-03
429,3.072401e-01,1.005288e-01,-6.403693e-02,1.645657e-01,4.551563e-02
430,2.178220e-01,-8.967447e-02,-1.334566e-01,4.378214e-02,8.809112e-03
431,3.532506e-01,1.279880e-01,-2.119685e-02,1.491848e-01,5.944866e-02
432,2.677376e-01,6.455812e-02,-7.534066e-02,1.398988e-01,3.037449e-02
433,2.942341e-01,1.323795e-01,-1.281221e-02,1.451917e-01,1.227024e-03
434,2.708241e-01,-2.250691e-04,-1.549860e-01,1.547610e-01,2.776951e-02
435,2.543209e-01,-5.094478e-02,-6.745587e-02,1.651109e-02,1.194322e-02
436,3.110486e-01,4.259589e-02,-8.546902e-02,1.280649e-01,3.046153e-02
437,2.695000e-01,5.377902e-03,-7.989942e-02,8.527733e-02,1.592477e-02
438,2.544341e-01,2.793342e-02,-4.745022e-02,7.538364e-02,2.219080e-02
439,3.600617e-01,1.018166e-01,-1.103889e-01,2.122056e-01,6.157097e-02
440,2.411524e-01,3.639802e-02,2.509689e-03,3.388833e-02,-4.498231e-03
441,2.527733e-01,-6.722385e-03,-9.614219e-02,8.941980e-02,2.085763e-02
442,3.075884e-01,1.498208e-01,1.278269e-02,1.370382e-01,4.137843e-02
443,2.485342e-01,-1.938237e-02,-3.465354e-02,1.527117e-02,3.871713e-03
444,3.301311e-01,2.893879e-02,-1.972453e-01,2.261841e-01,3.746686e-02
445,3.085472e-01,-4.835749e-02,-1.556058e-01,1.072484e-01,7.304265e-03
446,2.936591e-01,9.560664e-02,-3.674000e-02,1.323466e-01,5.328616e-02
447,2.613763e-01,5.607759e-02,-1.183212e-01,1.743988e-01,2.552970e-02
448,2.718533e-01,4.511806e-02,-2.617480e-02,7.129286e-02,1.118094e-02
449,2.662897e-01,1.742039e-03,-1.641167e-01,1.658587e-01,2.071776e-02
450,2.458820e-01,-1.390695e-02,-3.822069e-02,2.431374e-02,1.180367e-02
451,3.129412e-01,5.537360e-02,-8.370187e-02,1.390755e-01,2.909402e-02
452,2.947982e-01,1.133459e-01,-2.457916e-02,1.379250e-01,2.463254e-02
453,2.641271e-01,-4.106158e-02,-4.503644e-02,3.974861e-03,-1.288969e-03
454,3.170481e-01,9.213459e-02,-1.739773e-01,2.661119e-01,2.490386e-02
455,2.974345e-01,5.238367e-02,1.345639e-02,3.892729e-02,-1.493004e-03
456,2.266483e-01,9.562804e-03,-1.090981e-01,1.186609e-01,2.597316e-02
457,2.397147e-01,-4.209297e-02,-3.915148e-02,-2.941499e-03,3.756899e-03
458,2.897921e-01,8.055917e-02,-1.055554e-01,1.861145e-01,3.412514e-02
459,2.686847e-01,-4.596213e-02,-1.378310e-01,9.186892e-02,1.922238e-02
460,3.242279e-01,9.684944e-02,-5.874287e-02,1.555923e-01,4.249694e-02
461,3.120767e-01,7.729825e-02,-9.691905e-02,1.742173e-01,5.856139e-02
462,2.474372e-01,-7.516797e-02,-1.600973e-01,8.492928e-02,1.918788e-02
463,2.869887e-01,9.397633e-02,-1.764046e-02,1.116168e-01,1.350471e-02
464,2.550047e-01,-5.604457e-03,-8.080641e-02,7.520195e-02,1.644071e-02
465,3.121673e-01,1.673703e-01,-2.783688e-02,1.952072e-01,1.285256e-02
466,2.921074e-01,-5.673143e-02,-1.911301e-01,1.343987e-01,2.716488e-02
467,2.706504e-01,6.722269e-02,-3.634769e-02,1.035704e-01,3.276057e-02
468,2.544760e-01,-4.805950e-02,-1.259161e-01,7.785664e-02,8.708144e-03
469,3.043731e-01,6.220586e-02,-1.254986e-01,1.877045e-01,6.377396e-02
470,2.700526e-01,1.190910e-01,-2.150497e-02,1.405960e-01,1.106148e-02
471,3.196085e-01,-1.606894e-03,-1.254841e-01,1.238772e-01,2.334662e-02
472,2.336048e-01,5.922969e-02,-1.271384e-02,7.194353e-02,7.706222e-03
474,2.953346e-01,1.041528e-01,1.177092e-03,1.029757e-01,4.220744e-02
475,2.511942e-01,1.466212e-02,-6.880329e-02,8.346542e-02,3.485650e-03
476,3.185174e-01,-2.417918e-02,-2.041062e-01,1.799270e-01,9.334918e-03
477,2.958342e-01,1.504533e-01,1.331706e-02,1.371362e-01,4.957204e-02
478,2.613207e-01,-2.643355e-03,-5.869191e-02,5.604856e-02,1.025653e-02
479,2.424323e-01,2.639715e-02,-1.277769e-01,1.541741e-01,2.912936e-02
480,3.026528e-01,-7.367680e-03,-5.234881e-02,4.498113e-02,1.191376e-02
481,2.955197e-01,6.311758e-02,-1.004446e-01,1.635621e-01,4.312524e-02
482,2.531426e-01,2.939437e-02,-6.654775e-02,9.594212e-02,1.558433e-02
483,2.080795e-01,-5.746816e-02,-5.755875e-02,9.059655e-05,3.304701e-03
484,2.936882e-01,2.142928e-02,-1.653334e-01,1.867626e-01,3.754743e-02
485,2.694963e-01,5.082621e-02,-1.252196e-02,6.334816e-02,2.026646e-03
486,3.185917e-01,7.105467e-02,-9.620192e-02,1.672566e-01,3.563767e-02
487,2.696014e-01,8.038292e-02,-7.076373e-02,1.511467e-01,2.264610e-02
488,2.710382e-01,2.087150e-02,-8.012818e-02,1.009997e-01,2.827144e-02
489,2.399865e-01,-1.399021e-01,-1.932004e-01,5.329833e-02,1.337890e-02
490,2.808240e-01,8.496765e-02,-2.343422e-02,1.084019e-01,2.137377e-02
491,3.113138e-01,9.238275e-02,-9.486844e-02,1.872512e-01,3.061994e-02
492,2.734274e-01,9.466801e-02,-1.525689e-02,1.099249e-01,-4.030224e-03
493,3.018112e-01,-1.073005e-02,-5.504035e-02,4.431030e-02,2.358911e-02
494,2.760957e-01,5.026422e-02,-9.117839e-02,1.414426e-01,4.375892e-02
495,3.573824e-01,1.441381e-01,-2.377671e-03,1.465158e-01,4.194634e-02
496,2.573536e-01,-4.842213e-02,-1.286926e-01,8.027046e-02,-1.143678e-03
497,3.147174e-01,2.188088e-01,8.063263e-03,2.107455e-01,3.609430e-02
498,2.593144e-01,-7.848699e-02,-1.386109e-01,6.012393e-02,8.550502e-03
499,2.322700e-01,1.971130e-02,-3.173145e-02,5.144274e-02,4.115854e-03
500,3.257999e-01,1.024464e-01,-8.951319e-02,1.919596e-01,4.982615e-02
